51	1	a	Who a violin player was aped by were some individuals with the same genetic defect. [SEP] It was some individuals with the same genetic defect who a violin player was aped by.
52	0	a	Who advertised the stalwart friend was a socialist candidate. [SEP] A socialist candidate was who the stalwart friend advertised.
53	1	a	It was a good friend to me who a fungal friend was irked by by the window. [SEP] Who irked a fungal friend was a good friend to me by the window.
54	0	a	A lot of people believe that the crowd was who healed a friend of my father. [SEP] Who a friend of my father believes the crowd healed were a lot of people.
55	0	a	France's most famous actresses claimed the reporters in the room were fooled by a normal user behind an egg. [SEP] The reporters in the room claimed that it was a normal user behind an egg who France's most famous actresses fooled.
56	0	a	It was a special friend who copied some poor customer by the pole. [SEP] A special friend was who was copied by some poor customer by the pole.
57	0	a	It was a dangerous player who on a given day can beat anybody who woke up a big guy with a mustache. [SEP] A big guy with a mustache was who a dangerous player who on a given day can beat anybody was woken up by.
58	0	a	The woman said that the first female to use magic to get me into your bed was who the other a lithe female fondled. [SEP] The first female to use magic to get me into your bed said that the woman was fondled by the other a lithe female.
59	0	a	An unshaven guy was who many people from Wales hindered. [SEP] Who many people from Wales were hindered by was an unshaven guy.
60	1	a	A friend in the sheriffs department was who was slammed by some citizen scientists. [SEP] It was some citizen scientists who slammed a friend in the sheriffs department.
61	0	a	Robin said it was the waiter entering the suite to collect the food cart who was required by the redheaded stranger. [SEP] It was the waiter entering the suite to collect the food cart who Robin said required the redheaded stranger.
62	1	a	The only homeless gambler was seized by a brilliant player. [SEP] It was a brilliant player who seized the only homeless gambler.
63	0	a	Who was going to be sold some capsules that would take care of the tumors and cysts by a leading cancer expert was the owner of a successful business by moonlight. [SEP] A leading cancer expert was who was going to be sold some capsules that would take care of the tumors and cysts by the owner of a successful business by moonlight.
64	0	a	Who the police said astounded the exiled spiritual leader was the leader in black genocide. [SEP] It was the police who the exiled spiritual leader said were astounded by the leader in black genocide.
65	0	a	Who peeked at those people was a space suit engineer. [SEP] Those people were who a space suit engineer was peeked at by.
66	0	a	It was a longtime personal friend of mine who the constitutionally mandated authority of the executive branch tested. [SEP] Who tested the constitutionally mandated authority of the executive branch was a longtime personal friend of mine.
67	1	a	A burly creature with carved wooden trekking poles oppressed a prime candidate to join the epidemic of military suicides. [SEP] A burly creature with carved wooden trekking poles was who a prime candidate to join the epidemic of military suicides was oppressed by.
68	0	a	It has been said that who most market observers looked at was the presumed owner by the Mexican border. [SEP] The presumed owner was who it has been said looked at most market observers by the Mexican border.
69	1	a	It was the monstrous creature who the leader of these maidens was going to capsize. [SEP] Who was going to capsize the monstrous creature was the leader of these maidens.
70	0	a	An NFL spokesman was who robbed the healthiest individual ever elected to the presidency. [SEP] Who robbed an NFL spokesman was the healthiest individual ever elected to the presidency.
71	0	a	A constituent and major employer in his state was going to be trained by the sharp edges scientists by the new unit's main stamping plant. [SEP] The sharp edges scientists were who a constituent and major employer in his state was going to train by the new unit's main stamping plant.
72	1	a	It was a skinny guy who the first key appointee assumed picked up a reporter. [SEP] Who the first key appointee assumed picked up a reporter was a skinny guy.
73	0	a	It was a gay owner who the great old scientist venerated. [SEP] Who the great old scientist was venerated by was a gay owner.
74	0	a	Some thoughtless creature was enlightened by the hellish creature. [SEP] Who the hellish creature was enlightened by was some thoughtless creature.
75	1	a	Speaking of that, who misunderstood the homicidal creature was the chairman. [SEP] Speaking of that, who misunderstood the homicidal creature was the chairman.
76	0	a	Who treated a world class player and dealmaker was a human rights worker. [SEP] A human rights worker was who a world class player and dealmaker treated.
77	0	a	The undisputed world leader was who this massive creature was enlisted by. [SEP] This massive creature enlisted the undisputed world leader.
78	0	a	The leader of the terrorists hoped that the cats called Tim by the steering wheel. [SEP] Tim hoped the leader of the terrorists was who the cats called by the steering wheel.
79	1	a	It was a structural engineer who the rival candidate was roped by. [SEP] The rival candidate was who a structural engineer roped.
80	1	a	It was a man friend who paid the leader of the party, in my humble opinion. [SEP] Who a man friend paid was the leader of the party, in my humble opinion.
81	0	a	It was this guy or this guy who was told that his father had won the Navy Cross in the Korean War by a spacecraft trajectory expert. [SEP] Who was told that his father had won the Navy Cross in the Korean War by this guy or this guy was a spacecraft trajectory expert.
82	1	a	Most new users were who the other like some kind of diner rescue worker was passed by. [SEP] Most new users passed the other like some kind of diner rescue worker.
83	0	a	A lactating female was going to be told why by the last successful tyrant. [SEP] Who was going to be told why by a lactating female was the last successful tyrant.
84	0	a	It was the weakened leader who many of their gifted members were going to be dazed by. [SEP] It was many of their gifted members who were going to daze the weakened leader.
85	1	a	The company said an irritable creature with the habit of ramming divers in the ribs was who the children and teachers were perplexed by. [SEP] It was an irritable creature with the habit of ramming divers in the ribs who the company said perplexed the children and teachers.
86	1	a	The baseball player was who surmounted a terrorism expert. [SEP] A terrorism expert was surmounted by the baseball player.
87	0	a	Who a dedicated worker was given tremendous drive by was a suitably charismatic adversary by the lofty $3 million-a-year neighborhood. [SEP] Who a suitably charismatic adversary was given tremendous drive by was a dedicated worker by the lofty $3 million-a-year neighborhood.
88	1	a	The best player on the floor was who the leader of the group that found the documents in a desk draw was murdered by. [SEP] The leader of the group that found the documents in a desk draw was who the best player on the floor murdered.
89	0	a	A respected medical leader was who Susan thought was carted by the authoritarian leader in the middle of an intense discussion between other world leaders. [SEP] Susan thought that a respected medical leader carted the authoritarian leader in the middle of an intense discussion between other world leaders.
90	0	a	A religious and political leader was who the group leader was going to sacrifice. [SEP] A religious and political leader was who was going to sacrifice the group leader.
91	1	a	It was the fired woman who nettled this last survivor by a ski area. [SEP] It was this last survivor who the fired woman nettled by a ski area.
92	1	a	The resulting creature was who a guy who had preachers ranting from a boom box all day long was alerted by. [SEP] It was the resulting creature who alerted a guy who had preachers ranting from a boom box all day long.
93	0	a	Who objectified the human resources leader was an actor to his appearance. [SEP] The human resources leader was who an actor to his appearance was objectified by.
94	0	a	An underrated player was who the leader into mischief was preoccupied by. [SEP] Who the leader into mischief preoccupied was an underrated player.
95	0	a	It was some suspect who the children who rode bicycles or wore skates on the sidewalk were looked up to by. [SEP] Some suspect was who the children who rode bicycles or wore skates on the sidewalk looked up to.
96	0	a	Many top fitness experts were who pointed at a mathematician. [SEP] Who many top fitness experts were pointed at by was a mathematician.
97	0	a	A guy who tries not to go past his mailbox was dodged by a good team leader. [SEP] A good team leader was dodged by a guy who tries not to go past his mailbox.
98	0	a	Who a source of mine said was suffered by a lug like you was a guy who is becoming a man of action. [SEP] A lug like you said that a guy who is becoming a man of action was who suffered a source of mine.
99	1	a	A candidate for city comptroller listened to my budgie. [SEP] Who was listened to by a candidate for city comptroller was my budgie.
100	0	a	Some guy I met said that who echoed a football player who took his own life were all other candidates. [SEP] All other candidates said it was some guy I met who a football player who took his own life echoed.
101	1	a	Many grown children were who a guy who can tear apart your refrigerator taped. [SEP] Who a guy who can tear apart your refrigerator taped were many grown children.
102	1	a	Who the letter I got said was given the flyer by a very different creature was the preferred candidate of the military. [SEP] The letter I got said that it was a very different creature who gave the preferred candidate of the military the flyer.
103	0	a	It was the young black ghetto male who a licensed social worker survived. [SEP] The young black ghetto male survived a licensed social worker.
104	1	a	The surly leader criticized a thoughtful bass player. [SEP] It was the surly leader who criticized a thoughtful bass player.
105	1	a	An outlier offensive player knew a tall guy was who was going to be emboldened by a potentially major player. [SEP] A tall guy was who an outlier offensive player knew a potentially major player was going to embolden.
106	0	a	Who a former contestant was bitten by was a shop guy. [SEP] A shop guy was who was bitten by a former contestant.
107	0	a	Who the creature of his embodiment was saluted by were the jam and jelly manufacturers. [SEP] Who saluted the jam and jelly manufacturers was the creature of his embodiment.
108	0	a	An old gay guy was who the reporters in the room claimed riled up the longer children. [SEP] The reporters in the room were who the longer children claimed were riled up by an old gay guy.
109	1	a	Who the prominent forensics expert was undressed by was the man at the next table by a high barbed-wire fence. [SEP] Who undressed the prominent forensics expert was the man at the next table by a high barbed-wire fence.
110	0	a	It was the raiding party who jeopardized a scientist who visited him at his office. [SEP] A scientist who visited him at his office was who the raiding party was jeopardized by.
111	1	a	Who the workhouse authorities were going to be ranted to by was the poor and uninsured to the business owner. [SEP] Who the poor and uninsured to the business owner was going to rant to were the workhouse authorities.
112	0	a	It was an exquisite creature who people think a former presidential candidate was dishevelled by. [SEP] An exquisite creature was who a former presidential candidate thinks people were dishevelled by.
113	0	a	Most desktop users were who a pacifist religious leader was given a highly conditional approval by. [SEP] Most desktop users were given a highly conditional approval by a pacifist religious leader.
114	1	a	Who many climate scientists gave their sole focus was a sympathetic observer. [SEP] Many climate scientists were who a sympathetic observer was given their sole focus by.
115	0	a	It was the six scientists who were going to show rival teams, who nobody really likes, how well she could dance. [SEP] Who rival teams were going to show how well she could dance were the six scientists, who nobody really likes.
116	0	a	The player who struck him was who the male of any species overcharged. [SEP] Who was overcharged by the player who struck him was the male of any species.
117	0	a	It was this northeast native who was unbuttoned by Cheryl. [SEP] It was this northeast native who Cheryl was unbuttoned by.
118	1	a	His great-uncle and a cousin were who a very effeminate guy impregnated. [SEP] His great-uncle and a cousin were who a very effeminate guy impregnated.
119	0	a	An international observer was who protected the creators of the virus. [SEP] An international observer was who was protected by the creators of the virus.
120	0	a	It was a beautiful friend who the metabolism expert pampered. [SEP] A beautiful friend was who the metabolism expert was pampered by.
121	1	a	A human observer was who a stranger that made her so nervous was acknowledged by. [SEP] Who was acknowledged by a human observer was a stranger that made her so nervous.
122	0	a	The leader of the service credit movement was evacuated by a friend recalling the event. [SEP] It was the leader of the service credit movement who evacuated a friend recalling the event.
123	0	a	Who dismissed the inept player not were the other organizations. [SEP] It was the other organizations who the inept player not dismissed.
124	1	a	Who the worker who had been opening the door was glimpsed by were patients with severe alcohol problems. [SEP] Who was glimpsed by patients with severe alcohol problems was the worker who had been opening the door.
125	0	a	It was a lead authority who was given some advice, originally given by the groom's mentor by a melancholy old friend. [SEP] Who was given some advice, originally given by the groom's mentor by a lead authority was a melancholy old friend.
126	1	a	It was the guys they connect with who phoned a family member or longtime friend. [SEP] A family member or longtime friend was who the guys they connect with phoned.
127	1	a	Who an electrical engineer and his mother a maths teacher was captured by was a squad player. [SEP] It was an electrical engineer and his mother a maths teacher who a squad player captured.
128	0	a	It was a computer engineer who a stranger on the street was serenaded by. [SEP] A stranger on the street was who a computer engineer was serenaded by.
129	0	a	A guy who wants to take him to lunch was who was observed by a garden scientist. [SEP] A garden scientist was who was observed by a guy who wants to take him to lunch.
130	0	a	The highest moral authority shook up the scientists who ran this experiment. [SEP] Who the highest moral authority was shaken up by were the scientists who ran this experiment.
131	0	a	A head guy was who the grizzly guy ambushed. [SEP] It was a head guy who ambushed the grizzly guy.
132	1	a	Who jailed the missing creature was a fun guy to be around. [SEP] Who jailed the missing creature was a fun guy to be around.
133	1	a	An employer was who woke the guy with the sharpest short game. [SEP] It was the guy with the sharpest short game who an employer woke.
134	1	a	Who an art expert was castigated by was a big guy in a plaid jacket and navy blue watch cap. [SEP] Who was castigated by a big guy in a plaid jacket and navy blue watch cap was an art expert.
135	1	a	Who I heard the survivor was welcomed by was the lead scientist for the tsunami array. [SEP] I heard that the survivor was who the lead scientist for the tsunami array welcomed.
136	1	a	The stranger that dwelleth with thee unsettled women smokers. [SEP] It was women smokers who the stranger that dwelleth with thee unsettled.
137	1	a	Who the burly security guy inspected was an alien creature out of her control. [SEP] It was the burly security guy who inspected an alien creature out of her control.
138	1	a	It was a young and healthy man just out of college who all customers were quieted by. [SEP] It was a young and healthy man just out of college who all customers were quieted by.
139	0	a	Who was unlocked by a guy that pours concrete was an iron worker. [SEP] An iron worker was who unlocked a guy that pours concrete.
140	1	a	It was a friend who had died who the military engineers who later studied the craft were disarmed by. [SEP] A friend who had died was who disarmed the military engineers who later studied the craft.
141	0	a	Anna was who an acknowledged world leader was taken out by. [SEP] It was an acknowledged world leader who took out Anna.
142	0	a	The witnesses were dogged by a strong enough candidate. [SEP] The witnesses dogged a strong enough candidate.
143	1	a	Who was defrauded by the ranch owner was the leader of an interdisciplinary team of mountaineers and archaeologists. [SEP] The ranch owner defrauded the leader of an interdisciplinary team of mountaineers and archaeologists.
144	0	a	Who was selected by the same female was a new expert. [SEP] It was a new expert who selected the same female.
145	1	a	A direct player in international diplomacy was going to be befriended by a customer waiting in line. [SEP] It was a customer waiting in line who was going to befriend a direct player in international diplomacy.
146	0	a	A parliamentarian and newspaper owner revolted the sweaty guy at the bar. [SEP] Who revolted a parliamentarian and newspaper owner was the sweaty guy at the bar.
147	0	a	Who a close observer was baptized by was the top guy. [SEP] Who the top guy was baptized by was a close observer.
148	1	a	The lawn chair guy was who that sad guy victimized. [SEP] It was the lawn chair guy who that sad guy victimized.
149	1	a	It was a bomb maker and security expert who paid some great creature finding it easier to keep watch over a city divided by politics two months' wages. [SEP] Some great creature finding it easier to keep watch over a city divided by politics was who was paid two months' wages by a bomb maker and security expert.
150	0	a	Who an unassuming individual was informed by was the plaintiff. [SEP] An unassuming individual was who the plaintiff was informed by.
151	1	a	While nobody was surprised, it was some reporters who the mystic patted. [SEP] While nobody was surprised, some reporters were who were patted by the mystic.
152	0	a	Who somebody out there believed was irritated by the original owners was the employer who abuses his power. [SEP] The original owners believed that somebody out there was irritated by the employer who abuses his power.
153	0	a	Who the club members clenched was the naked stranger. [SEP] Who was clenched by the naked stranger were the club members.
154	1	a	A guy who poked fun at our pretensions said the troubled transit authority told the police, as I've been led to believe, I'd met old friends and would be home late. [SEP] It was the troubled transit authority who a guy who poked fun at our pretensions said the police, as I've been led to believe, were told I'd met old friends and would be home late by.
155	1	a	It was she who a native believed was going to be pitied by the poor guy who tried to sell my comic books. [SEP] The poor guy who tried to sell my comic books was who a native believed was going to pity her.
156	1	a	A hopelessly narcissistic guy was going to punish every player on our team. [SEP] A hopelessly narcissistic guy was going to punish every player on our team.
157	0	a	I guessed that the children who went were who some native bathed. [SEP] I guessed that it was some native who was bathed by the children who went.
158	0	a	This television bearing witness was who the owner of a juke joint across the road outlived. [SEP] Who this television bearing witness outlived was the owner of a juke joint across the road.
159	0	a	Her was who the third and final witness believed a hot guy, or so I heard, exorcised. [SEP] She believed a hot guy was exorcised by the third and final witness, or so I heard.
160	0	a	Who a drunk migrant worker sniffed was a tough guy to replace. [SEP] It was a drunk migrant worker who a tough guy to replace sniffed.
161	1	a	It was the nominal owners who avoided the most user friendly camera apps. [SEP] It was the nominal owners who avoided the most user friendly camera apps.
162	1	a	Some fugitives claimed the administration was who a public employee battled. [SEP] It was a public employee who some fugitives claimed the administration was battled by.
163	0	a	A real good friend to me was who a fake news creator beheld. [SEP] A real good friend to me beheld a fake news creator.
164	0	a	The people believed that who perturbed a normal presidential candidate was a car owner by a ski area. [SEP] A car owner was who the people believed a normal presidential candidate perturbed by a ski area.
165	0	a	Who blindfolded a materials and process engineer was a showman and promoter. [SEP] Who was blindfolded by a materials and process engineer was a showman and promoter.
166	0	a	My mad cat was who a nocturnal creature was injured by. [SEP] It was my mad cat who a nocturnal creature injured.
167	1	a	It was the settlements who were read to by the japanese manufacturers. [SEP] It was the settlements who the japanese manufacturers read to.
168	1	a	It was each dear friend who the first major television entertainer looked for. [SEP] Who the first major television entertainer looked for was each dear friend.
169	1	a	Who this guy in the back thinks an important economic and energy power player left were you guys. [SEP] Who this guy in the back thinks you guys were left by was an important economic and energy power player.
170	0	a	Who an entertainer who performed dressed as a woman was going to block was a former owner. [SEP] An entertainer who performed dressed as a woman was who a former owner was going to block.
171	0	a	The creature in the specimen tank was who was sponsored by a dedicated librarian and reliable worker. [SEP] The creature in the specimen tank was who a dedicated librarian and reliable worker was sponsored by.
172	0	a	It was a sentient creature who was dialed by the owner coming out to greet them. [SEP] The owner coming out to greet them was who a sentient creature dialed.
173	0	a	Who garbed a player screaming at a chair umpire were some children who participated. [SEP] Who was garbed by a player screaming at a chair umpire were some children who participated.
174	1	a	These tiny ocean creatures were who an old acquaintance was smooched by. [SEP] An old acquaintance was smooched by these tiny ocean creatures.
175	1	a	Who the human creatures were noticed by was a more dominant candidate. [SEP] It was the human creatures who a more dominant candidate noticed.
176	0	a	The people native to this vast expanse was who the woman said the amateur was stared at by. [SEP] Who the amateur said the people native to this vast expanse stared at was the woman.
177	1	a	Who a computer forensics expert was going to guide was a person who has witnessed a number of courtroom proceedings. [SEP] Who was going to be guided by a computer forensics expert was a person who has witnessed a number of courtroom proceedings.
178	1	a	It was a much bigger player in the film who a friend over who is asking about drones allowed. [SEP] It was a friend over who is asking about drones who allowed a much bigger player in the film.
179	1	a	The high court was who was confided in by the leader of our little group. [SEP] Who was confided in by the leader of our little group was the high court.
180	0	a	It was the best friend of the second who it has been said the customer paid was met by by an electrical generating plant. [SEP] It has been said that it was the best friend of the second who was met by the customer paid by an electrical generating plant.
181	0	a	Jeffrey was who was lost to by the inhabitant by a high barbed-wire fence. [SEP] It was the inhabitant who was lost to by Jeffrey by a high barbed-wire fence.
182	0	a	Who the customer in front of me who had retrieved her drink defamed was the leader in sports business. [SEP] Who the leader in sports business defamed was the customer in front of me who had retrieved her drink.
183	1	a	The human experts were who were jinxed by an expert in psychometric testing who called back the next day. [SEP] It was an expert in psychometric testing who called back the next day who the human experts were jinxed by.
184	1	a	It was a rebel leader who was considered by those children who were most likely to be overweight. [SEP] Who considered a rebel leader were those children who were most likely to be overweight.
185	0	a	The youngsters under his tutelage were who a lot of people think a saw player was sung to by. [SEP] A lot of people think that the youngsters under his tutelage were who were sung to by a saw player.
186	1	a	Who forcefed a white guy with dark skin was a greater authority. [SEP] A white guy with dark skin was who a greater authority forcefed.
187	0	a	Who was telephoned by the guys who drew them were some individuals. [SEP] The guys who drew them were who were telephoned by some individuals.
188	1	a	It was a live creature who Fred realized ordained some guy in a tricorner hat by the ocean. [SEP] It was some guy in a tricorner hat who Fred realized a live creature ordained by the ocean.
189	1	a	An ordinary traveler was allowed to get some air by the friend of the people. [SEP] It was the friend of the people who an ordinary traveler was allowed to get some air by.
190	0	a	An outside expert believed that an earlier traveler escaped five of the respondents. [SEP] It was an earlier traveler who five of the respondents believed an outside expert escaped.
191	1	a	Who the scientist and craftsman inconvenienced was a far more hysterical creature than the manual version. [SEP] It was a far more hysterical creature than the manual version who was inconvenienced by the scientist and craftsman.
192	0	a	The full authority, who nobody really likes, was who was shaven by an expert on lake ecology. [SEP] An expert on lake ecology, who nobody really likes, was who was shaven by the full authority.
193	1	a	It was the average user is a member of two sites who the youngling said I was shown off to by. [SEP] It was the average user is a member of two sites who the youngling said I was shown off to by.
194	1	a	This lovely stranger in our midst was enchanted by a massive employer. [SEP] Who this lovely stranger in our midst was enchanted by was a massive employer.
195	0	a	A female admirer chased a locomotive engineer falling asleep. [SEP] A locomotive engineer falling asleep was who a female admirer was chased by.
196	1	a	Who taught the popular author were all of us. [SEP] The popular author was who was taught by all of us.
197	1	a	The dazed survivors overworked Angela. [SEP] The dazed survivors overworked Angela.
198	1	a	It was a seasoned nerd creator who was informed that the news had reached the superintendent of the King by the first colored guy. [SEP] It was a seasoned nerd creator who was informed that the news had reached the superintendent of the King by the first colored guy.
199	1	a	A skilled visual observer hustled a new owner for the place. [SEP] Who a new owner for the place was hustled by was a skilled visual observer.
200	1	a	The reporters in the room claimed who one former reporter was spotcheck by was the creature sat still on the pavement with its lush white tail. [SEP] It was one former reporter who the reporters in the room claimed the creature sat still on the pavement with its lush white tail spotted.
201	0	a	A tyrant and a bully doubted a music player. [SEP] It was a music player who a tyrant and a bully was doubted by.
202	1	a	It was a union worker, I hesitate to say, who was disquieted by the other customers in the saloon. [SEP] It was the other customers in the saloon who a union worker, I hesitate to say, was disquieted by.
203	0	a	It was a single friend who a potential customer in the road deplored. [SEP] Who a single friend deplored was a potential customer in the road.
204	1	a	It was the owner of another matchmaking company who the year candidate said blew up on me by the TV studios. [SEP] The year candidate said the owner of another matchmaking company was who I was blown up on by by the TV studios.
205	1	a	Each potential customer was who critics of the current system empowered. [SEP] Who each potential customer was empowered by were critics of the current system.
206	0	a	Who some complete stranger splattered was a pretty guy. [SEP] It was a pretty guy who splattered some complete stranger.
207	0	a	It was most children and adolescents who have obesity who a very broad actor was going to dread. [SEP] It was a very broad actor who most children and adolescents who have obesity were going to dread.
208	0	a	A wandering male was who a former intravenous drug user now on methadone was envied by by the bridge over the Thames. [SEP] It was a wandering male who was envied by a former intravenous drug user now on methadone by the bridge over the Thames.
209	1	a	Who caged the agitated creature was a tsunami orphan, as you thought. [SEP] A tsunami orphan, as you thought, was who caged the agitated creature.
210	0	a	A lot of people believe that a species native was who a senior engineer was respected by. [SEP] A lot of people believe who a species native was respected by was a senior engineer.
211	1	a	Who a healthy male was adopted by was an immortal creature. [SEP] It was an immortal creature who a healthy male was adopted by.
212	0	a	Who was unchained by a seasoned gambler was an approaching traveler. [SEP] Who was unchained by an approaching traveler was a seasoned gambler.
213	0	a	You know, it was the only actual declared candidate who mistreated a DHS spokesperson. [SEP] You know, it was the only actual declared candidate who was mistreated by a DHS spokesperson.
214	0	a	A hired actor horrified the hackers. [SEP] A hired actor was horrified by the hackers.
215	1	a	It was a major player in the lucrative international industry of helping the rich who was going to show the other three contestants that he yelled to his adversaries. [SEP] The other three contestants were who a major player in the lucrative international industry of helping the rich was going to show that he yelled to his adversaries.
